H,7.43
H,7.01
H,6.65
H,6.42
H,4.34
H,4.24
H,3.85
H,3.34
H,3.3
H,2.39
H,2.02
H,1.78
H,1.71
H,1.59
H,1.57
H,1.57
H,1.26
H,1.11
H,0.94
H,0.68
