H,6.61
H,6.25
H,6.12
H,5.49
H,5.1
H,4.73
H,2.44
H,"[2.14, 2.07]"
H,"[1.75, 1.68]"
H,1.66
H,"[1.64, 1.61]"
H,1.58
H,"[1.57, 1.5]"
H,1.38
H,1.31
H,0.88
