H,7.93
H,3.51
H,3.03
H,2.76
H,2.69
H,2.63
H,1.99
H,"[1.77, 1.92]"
H,1.69
H,1.41
H,1.37
H,1.36
H,1.34
H,1.29
H,1.02
H,0.96
