H,6.83
H,3.46
H,2.95
H,2.62
H,"[1.85, 1.93]"
H,1.8
H,"[1.56, 1.72]"
H,1.5
H,1.41
H,1.34
H,1.33
H,1.32
H,"[1.21, 1.3]"
H,0.97
H,0.95
