H,6.6
H,6.27
H,6.15
H,5.45
H,5.09
H,2.44
H,"[2.14, 2.05]"
H,1.66
H,"[1.6, 1.53]"
H,1.36
H,"[1.35, 1.24]"
H,1.0
H,0.88
H,0.2
