H,12.39
H,10.11
H,6.52
H,"[6.04, 6.02]"
H,"[6.02, 6.0]"
H,5.32
H,3.9
H,"[2.83, 2.78]"
H,2.34
H,"[2.3, 2.25]"
H,2.23
H,2.15
H,1.88
H,"[1.66, 1.5]"
H,"[1.35, 1.2]"
H,0.88
