H,6.71
H,5.78
H,4.48
H,3.82
H,3.64
H,"[3.38, 3.33]"
H,"[3.3, 3.27]"
H,"[3.26, 3.2]"
H,3.15
H,2.1
H,1.98
H,"[1.92, 1.9]"
H,"[1.9, 1.84]"
H,"[1.52, 1.44]"
H,"[1.42, 1.35]"
H,"[1.37, 1.34]"
H,1.35
H,1.29
H,1.28
H,1.26
H,1.11
